Date,Revenue,Order_Count,Unique_Customers,Line_Items,Avg_Order_Value,Revenue_7day_MA,Anomaly_Flag,Anomaly_Type,Rolling_Mean_30,Rolling_Std_30,Year,Month,Month_Name,DayOfWeek,WeekNumber
2011-06-28,35607.32,55,41,957,647.41,21582.96,0,Normal,28299.0,12549.98,2011,6,Jun,Tuesday,26
2011-06-29,22088.32,42,36,1314,525.91,21197.81,0,Normal,27779.94,12471.24,2011,6,Jun,Wednesday,26
2011-06-30,44797.31,70,55,1609,639.96,24479.43,0,Normal,28459.58,12831.51,2011,6,Jun,Thursday,26
2011-07-01,13675.06,49,35,975,279.08,22826.89,0,Normal,27798.84,13071.28,2011,7,Jul,Friday,26
2011-07-03,6032.39,25,24,598,241.3,20899.81,0,Normal,27051.86,13660.31,2011,7,Jul,Sunday,26
2011-07-04,44652.83,52,32,2184,858.71,26267.0,0,Normal,28293.81,13504.3,2011,7,Jul,Monday,27
2011-07-05,40758.43,73,58,2171,558.33,29658.81,0,Normal,28895.29,13648.29,2011,7,Jul,Tuesday,27
2011-07-06,26387.54,70,61,1794,376.96,28341.7,0,Normal,29088.35,13567.57,2011,7,Jul,Wednesday,27
2011-07-07,32445.71,76,67,1892,426.92,29821.32,0,Normal,29075.67,13564.13,2011,7,Jul,Thursday,27
2011-07-08,27082.1,65,42,1577,416.65,27290.58,0,Normal,29414.63,13375.46,2011,7,Jul,Friday,27
2011-07-10,5993.87,24,20,815,249.74,26193.27,0,Normal,28759.77,14031.49,2011,7,Jul,Sunday,27
2011-07-11,22605.02,52,43,1487,434.71,28560.79,0,Normal,28920.31,13928.83,2011,7,Jul,Monday,28
2011-07-12,26262.55,53,41,1645,495.52,25933.6,0,Normal,28530.47,13830.48,2011,7,Jul,Tuesday,28
2011-07-13,22641.94,59,50,1610,383.76,23345.53,0,Normal,27843.05,13583.2,2011,7,Jul,Wednesday,28
2011-07-14,33602.13,71,61,1661,473.27,24376.19,0,Normal,27416.82,13175.68,2011,7,Jul,Thursday,28
2011-07-15,14836.43,42,34,1115,353.25,21860.58,0,Normal,25836.89,11604.8,2011,7,Jul,Friday,28
2011-07-17,17194.56,51,45,1246,337.15,20448.07,0,Normal,25992.8,11450.06,2011,7,Jul,Sunday,28
2011-07-18,38831.61,65,45,2150,597.41,25139.18,0,Normal,26538.62,11663.99,2011,7,Jul,Monday,29
2011-07-19,50182.83,67,57,1574,749.0,29078.86,0,Normal,26862.24,12186.94,2011,7,Jul,Tuesday,29
2011-07-20,33308.24,58,47,1993,574.28,30085.39,0,Normal,26335.92,11516.01,2011,7,Jul,Wednesday,29
2011-07-21,32818.54,76,59,1490,431.82,31539.19,0,Normal,26277.05,11476.83,2011,7,Jul,Thursday,29
2011-07-22,20124.86,43,34,1280,468.02,29613.87,0,Normal,26245.34,11493.0,2011,7,Jul,Friday,29
2011-07-24,27099.46,58,53,1116,467.23,31365.73,0,Normal,26400.58,11471.29,2011,7,Jul,Sunday,29
2011-07-25,26887.15,59,49,1935,455.71,32750.38,0,Normal,26046.32,11278.7,2011,7,Jul,Monday,30
2011-07-26,21644.26,53,44,1226,408.38,30295.05,0,Normal,25941.65,11305.36,2011,7,Jul,Tuesday,30
2011-07-27,25602.93,48,39,1221,533.39,26783.63,0,Normal,26067.55,11278.95,2011,7,Jul,Wednesday,30
2011-07-28,56269.74,80,68,1502,703.37,30063.85,1,High,27101.78,12551.45,2011,7,Jul,Thursday,30
2011-07-29,18790.4,64,57,1118,293.6,28059.83,0,Normal,27077.39,12567.38,2011,7,Jul,Friday,30
2011-07-31,33490.61,42,37,1270,797.4,29969.22,0,Normal,27957.66,12032.03,2011,7,Jul,Sunday,30
2011-08-01,21388.92,40,35,1188,534.72,29153.43,0,Normal,28103.44,11920.87,2011,8,Aug,Monday,31
2011-08-02,26580.6,44,39,1332,604.1,29109.64,0,Normal,27802.54,11838.57,2011,8,Aug,Tuesday,31
2011-08-03,28113.14,64,59,1518,439.27,30033.76,0,Normal,28003.37,11789.29,2011,8,Aug,Wednesday,31
2011-08-04,65502.21,82,76,1782,798.81,35733.66,1,High,28693.54,13313.82,2011,8,Aug,Thursday,31
2011-08-05,21538.58,55,47,1442,391.61,30772.07,0,Normal,28955.65,13083.35,2011,8,Aug,Friday,31
2011-08-07,7578.91,30,28,529,252.63,29170.42,0,Normal,29007.2,12992.65,2011,8,Aug,Sunday,31
2011-08-08,23377.65,40,38,1454,584.44,27725.72,0,Normal,28298.03,12686.24,2011,8,Aug,Monday,32
2011-08-09,27679.44,42,38,1087,659.03,28624.36,0,Normal,27862.06,12466.09,2011,8,Aug,Tuesday,32
2011-08-10,28792.34,49,42,1360,587.6,28940.32,0,Normal,27942.22,12464.01,2011,8,Aug,Wednesday,32
2011-08-11,72433.79,69,58,1931,1049.77,35271.85,1,High,29275.16,14868.52,2011,8,Aug,Thursday,32
2011-08-12,32231.35,51,40,1108,631.99,30518.87,0,Normal,29446.8,14872.05,2011,8,Aug,Friday,32
2011-08-14,5718.57,25,21,538,228.74,28258.86,0,Normal,29437.63,14887.1,2011,8,Aug,Sunday,32
2011-08-15,17243.97,48,46,917,359.25,29639.59,0,Normal,29258.92,15003.66,2011,8,Aug,Monday,33
2011-08-16,19239.66,53,44,1018,363.01,29048.45,0,Normal,29024.83,15106.46,2011,8,Aug,Tuesday,33
2011-08-17,53499.96,54,45,1650,990.74,32737.09,0,Normal,30053.43,15695.93,2011,8,Aug,Wednesday,33
2011-08-18,54106.93,69,64,1485,784.16,36353.46,0,Normal,30736.92,16290.96,2011,8,Aug,Thursday,33
2011-08-19,17349.59,56,54,811,309.81,28484.29,0,Normal,30820.69,16212.65,2011,8,Aug,Friday,33
2011-08-21,14576.86,39,36,1065,373.77,25962.22,0,Normal,30733.44,16295.35,2011,8,Aug,Sunday,33
2011-08-22,29651.46,65,57,1267,456.18,29381.2,0,Normal,30427.43,16224.07,2011,8,Aug,Monday,34
2011-08-23,25993.68,64,56,1434,406.15,30631.16,0,Normal,29621.13,15804.05,2011,8,Aug,Tuesday,34
2011-08-24,49035.36,76,59,1818,645.2,34887.69,0,Normal,30145.36,16186.78,2011,8,Aug,Wednesday,34
2011-08-25,23827.46,74,68,1261,321.99,30648.76,0,Normal,29845.66,16218.78,2011,8,Aug,Thursday,34
2011-08-26,25626.44,47,41,918,545.24,26580.12,0,Normal,30029.05,16135.97,2011,8,Aug,Friday,34
2011-08-28,10805.03,37,36,1196,292.03,25645.18,0,Normal,29485.9,16507.94,2011,8,Aug,Sunday,34
2011-08-30,31866.31,41,23,3216,777.23,28115.11,0,Normal,29651.87,16505.94,2011,8,Aug,Tuesday,35
2011-08-31,25380.17,47,39,1158,540.0,27504.92,0,Normal,29776.4,16457.46,2011,8,Aug,Wednesday,35
2011-09-01,37370.15,76,69,1398,491.71,29130.13,0,Normal,30168.64,16494.75,2011,9,Sep,Thursday,35
2011-09-02,42322.02,74,58,2328,571.92,28171.08,0,Normal,29703.72,15920.25,2011,9,Sep,Friday,35
2011-09-04,17119.59,50,45,1333,342.39,27212.82,0,Normal,29648.02,15962.61,2011,9,Sep,Sunday,35
2011-09-05,37157.14,68,57,1565,546.43,28860.06,0,Normal,29770.24,16007.02,2011,9,Sep,Monday,36
2011-09-06,28349.91,64,54,1122,442.97,31366.47,0,Normal,30002.28,15931.61,2011,9,Sep,Tuesday,36
2011-09-07,34413.53,52,42,2078,661.8,31730.36,0,Normal,30263.37,15937.79,2011,9,Sep,Wednesday,36
2011-09-08,27195.8,76,63,1748,357.84,31989.73,0,Normal,30232.8,15942.94,2011,9,Sep,Thursday,36
2011-09-09,30075.62,62,52,1558,485.09,30947.66,0,Normal,29051.91,14485.9,2011,9,Sep,Friday,36
2011-09-11,35511.67,75,68,2027,473.49,29974.75,0,Normal,29517.68,14460.61,2011,9,Sep,Sunday,36
2011-09-12,29738.33,68,62,1633,437.33,31777.43,0,Normal,30256.33,13854.59,2011,9,Sep,Monday,37
2011-09-13,55117.05,67,61,2422,822.64,34343.13,0,Normal,31314.31,14507.66,2011,9,Sep,Tuesday,37
2011-09-14,23592.98,68,58,1332,346.96,33663.57,0,Normal,31178.09,14562.05,2011,9,Sep,Wednesday,37
2011-09-15,78218.95,83,70,2150,942.4,39921.49,1,High,32825.64,16892.42,2011,9,Sep,Thursday,37
2011-09-16,27724.22,50,44,1438,554.48,39996.97,0,Normal,31335.33,15161.04,2011,9,Sep,Friday,37
2011-09-18,15745.73,27,25,1272,583.18,37949.85,0,Normal,30785.8,15423.93,2011,9,Sep,Sunday,37
2011-09-19,49269.88,71,63,1383,693.94,39915.31,0,Normal,32237.52,15027.67,2011,9,Sep,Monday,38
2011-09-20,109612.03,70,53,1708,1565.89,51325.83,1,High,35316.45,20364.53,2011,9,Sep,Tuesday,38
2011-09-21,48560.68,75,65,3024,647.48,50389.21,0,Normal,36293.82,20269.73,2011,9,Sep,Wednesday,38
2011-09-22,59354.79,112,94,2672,529.95,55498.04,0,Normal,36488.98,20468.32,2011,9,Sep,Thursday,38
2011-09-23,40601.75,64,56,2587,634.4,50124.15,0,Normal,36038.81,20214.42,2011,9,Sep,Friday,38
2011-09-25,31372.66,75,74,1980,418.3,50645.36,0,Normal,36506.24,19927.45,2011,9,Sep,Sunday,38
2011-09-26,29335.17,66,62,1527,444.47,52586.71,0,Normal,36998.19,19545.93,2011,9,Sep,Monday,39
2011-09-27,36322.95,80,67,1845,454.04,50737.15,0,Normal,37220.57,19497.35,2011,9,Sep,Tuesday,39
2011-09-28,43749.06,85,72,2830,514.69,41328.15,0,Normal,37812.41,19414.11,2011,9,Sep,Wednesday,39
2011-09-29,46401.45,105,93,2460,441.92,41019.69,0,Normal,37724.62,19367.51,2011,9,Sep,Thursday,39
2011-09-30,44357.06,74,60,1841,599.42,38877.16,0,Normal,38408.94,19221.68,2011,9,Sep,Friday,39
2011-10-02,11634.53,35,32,1426,332.42,34738.98,0,Normal,37942.54,19706.18,2011,10,Oct,Sunday,39
2011-10-03,66376.82,68,48,2268,976.13,39739.58,0,Normal,39794.93,19679.14,2011,10,Oct,Monday,40
2011-10-04,48810.65,81,65,2759,602.6,42521.79,0,Normal,40359.74,19686.9,2011,10,Oct,Tuesday,40
2011-10-05,75593.63,96,82,2386,787.43,48131.89,0,Normal,42033.53,20487.7,2011,10,Oct,Wednesday,40
2011-10-06,62891.19,122,98,2929,515.5,50866.48,0,Normal,42884.23,20814.63,2011,10,Oct,Thursday,40
2011-10-07,53790.7,88,74,2355,611.26,51922.08,0,Normal,43266.52,20909.06,2011,10,Oct,Friday,40
2011-10-09,12524.4,39,35,1261,321.14,47374.56,0,Normal,43113.34,21122.94,2011,10,Oct,Sunday,40
2011-10-10,48239.18,100,83,3158,482.39,52603.8,0,Normal,43482.75,21112.09,2011,10,Oct,Monday,41
2011-10-11,52572.94,82,69,2413,641.13,50631.81,0,Normal,44290.18,20976.14,2011,10,Oct,Tuesday,41
2011-10-12,32159.28,88,73,2026,365.45,48253.05,0,Normal,44215.04,21016.74,2011,10,Oct,Wednesday,41
2011-10-13,37446.18,77,67,2297,486.31,42803.41,0,Normal,44556.72,20812.84,2011,10,Oct,Thursday,41
2011-10-14,36347.64,74,61,1775,491.18,39011.47,0,Normal,44765.78,20693.52,2011,10,Oct,Friday,41
2011-10-16,22010.96,35,32,1247,628.88,34471.51,0,Normal,44315.76,21045.52,2011,10,Oct,Sunday,41
2011-10-17,52062.2,89,76,2901,584.97,40119.77,0,Normal,45059.89,20906.52,2011,10,Oct,Monday,42
2011-10-18,45332.16,84,73,2853,539.67,39704.48,0,Normal,44733.73,20820.36,2011,10,Oct,Tuesday,42
2011-10-19,42573.36,85,71,2270,500.86,38275.97,0,Normal,45366.41,20440.71,2011,10,Oct,Wednesday,42
2011-10-20,61122.9,89,76,2312,686.77,42413.63,0,Normal,44796.54,19718.79,2011,10,Oct,Thursday,42
2011-10-21,63226.64,64,56,1386,987.92,46096.55,0,Normal,45979.95,19724.21,2011,10,Oct,Friday,42
2011-10-23,12339.16,42,39,1724,293.79,42666.77,0,Normal,45866.4,19913.17,2011,10,Oct,Sunday,42
2011-10-24,48752.91,78,61,2841,625.04,46487.05,0,Normal,45849.17,19910.34,2011,10,Oct,Monday,43
2011-10-25,41314.64,77,65,2450,536.55,44951.68,0,Normal,43572.59,15861.04,2011,10,Oct,Tuesday,43
2011-10-26,38059.43,95,77,1908,400.63,43912.72,0,Normal,43222.55,15863.04,2011,10,Oct,Wednesday,43
2011-10-27,57291.72,106,91,2478,540.49,46015.34,0,Normal,43153.78,15795.02,2011,10,Oct,Thursday,43
2011-10-28,40565.7,78,60,1610,520.07,43078.6,0,Normal,43152.58,15795.22,2011,10,Oct,Friday,43
2011-10-30,34571.23,96,88,2901,360.12,38984.97,0,Normal,43259.19,15723.6,2011,10,Oct,Sunday,43
2011-10-31,57369.15,72,61,3370,796.79,45417.83,0,Normal,44193.66,15700.57,2011,10,Oct,Monday,44
2011-11-01,29155.15,77,74,1733,378.64,42618.15,0,Normal,43954.73,15878.01,2011,11,Nov,Tuesday,44
2011-11-02,45888.34,85,79,2579,539.86,43271.53,0,Normal,44026.04,15881.86,2011,11,Nov,Wednesday,44
2011-11-03,63561.49,103,86,2378,617.1,46914.68,0,Normal,44598.04,16274.52,2011,11,Nov,Thursday,44
2011-11-04,62977.36,94,73,2906,669.97,47726.92,0,Normal,45218.72,16616.49,2011,11,Nov,Friday,44
2011-11-06,42946.34,102,88,3426,421.04,48067.01,0,Normal,46262.45,15370.94,2011,11,Nov,Sunday,44
2011-11-07,85881.81,93,81,2047,923.46,55397.09,1,High,46912.61,16613.39,2011,11,Nov,Monday,45
2011-11-08,57700.24,108,95,3978,534.26,55444.39,0,Normal,47208.93,16727.3,2011,11,Nov,Tuesday,45
2011-11-09,66127.57,119,101,2690,555.69,60726.16,0,Normal,46893.4,16256.04,2011,11,Nov,Wednesday,45
2011-11-10,71008.26,129,112,3196,550.45,64314.72,0,Normal,47163.97,16595.5,2011,11,Nov,Thursday,45
2011-11-11,55257.17,105,87,4070,526.26,63128.39,0,Normal,47212.85,16617.84,2011,11,Nov,Friday,45
2011-11-13,34069.92,87,75,2993,391.61,58998.76,0,Normal,47931.03,15494.6,2011,11,Nov,Sunday,45
2011-11-14,114419.89,107,93,3521,1069.34,69209.27,1,High,50137.06,19684.65,2011,11,Nov,Monday,46
2011-11-15,60807.29,108,93,3396,563.03,65627.19,0,Normal,50411.54,19776.98,2011,11,Nov,Tuesday,46
2011-11-16,65958.17,130,111,4143,507.37,66806.9,0,Normal,51538.17,19663.73,2011,11,Nov,Wednesday,46
2011-11-17,61103.13,137,125,3574,446.01,66089.12,0,Normal,52326.73,19553.16,2011,11,Nov,Thursday,46
2011-11-18,51275.39,108,98,2814,474.77,63270.14,0,Normal,52824.32,19321.07,2011,11,Nov,Friday,46
2011-11-20,35058.57,100,91,3317,350.59,60384.62,0,Normal,53259.24,18741.7,2011,11,Nov,Sunday,46
2011-11-21,49805.72,100,85,2883,498.06,62632.59,0,Normal,53184.03,18751.2,2011,11,Nov,Monday,47
2011-11-22,64089.82,135,120,3899,474.74,55442.58,0,Normal,53809.28,18793.04,2011,11,Nov,Tuesday,47
2011-11-23,80104.18,131,107,3562,611.48,58199.28,0,Normal,55060.31,19262.61,2011,11,Nov,Wednesday,47
2011-11-24,50978.63,113,98,3691,451.14,56059.35,0,Normal,54722.17,19241.54,2011,11,Nov,Thursday,47
2011-11-25,50822.73,83,69,3087,612.32,54590.72,0,Normal,54308.7,19185.68,2011,11,Nov,Friday,47
2011-11-27,20611.08,57,51,2532,361.6,50210.1,0,Normal,54584.43,18612.59,2011,11,Nov,Sunday,47
2011-11-28,57165.19,115,97,3304,497.09,53368.19,0,Normal,54864.84,18585.05,2011,11,Nov,Monday,48
2011-11-29,72595.93,135,109,4292,537.75,56623.94,0,Normal,55907.55,18675.9,2011,11,Nov,Tuesday,48
2011-11-30,60126.96,108,92,3358,556.73,56057.81,0,Normal,56643.14,18380.93,2011,11,Nov,Wednesday,48
2011-12-01,52197.25,121,111,2813,431.38,52071.11,0,Normal,56473.32,18398.26,2011,12,Dec,Thursday,48
2011-12-02,57664.07,120,95,2826,480.53,53026.17,0,Normal,57043.27,18151.66,2011,12,Dec,Friday,48
2011-12-04,24621.43,66,58,2031,373.05,49283.13,0,Normal,56711.61,18660.2,2011,12,Dec,Sunday,48
2011-12-05,88741.96,127,105,5297,698.76,59016.11,0,Normal,57757.37,19555.92,2011,12,Dec,Monday,49
2011-12-06,56713.21,115,103,3262,493.16,58951.54,0,Normal,58675.97,18798.64,2011,12,Dec,Tuesday,49
2011-12-07,75439.16,106,94,2390,711.69,59357.72,0,Normal,59661.0,18879.52,2011,12,Dec,Wednesday,49
2011-12-08,82495.0,120,105,4867,687.46,62553.15,0,Normal,60292.11,19325.59,2011,12,Dec,Thursday,49
2011-12-09,200938.6,44,35,1626,4566.79,83801.92,1,High,64890.82,32147.64,2011,12,Dec,Friday,49
