YearMonth,Year,Month,Month_Name,Row_Type,Category,Sub-Category,Region,Segment,Sales,Profit,Quantity,Discount,Profit_Margin_Pct,Sales_Prior_Month,Sales_MoM_Variance,Sales_MoM_Variance_Pct,Sales_Prior_Year,Sales_YoY_Variance,Sales_YoY_Variance_Pct,Sales_Forecast,Forecast_vs_Actual_Delta,Variance_Direction
2025-05-01,2025,5,May,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-06-01,2025,6,Jun,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-07-01,2025,7,Jul,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-08-01,2025,8,Aug,Actual,Office Supplies,Labels,South,Home Office,23.17,10.05,7.0,0.0667,43.39,0.0,23.17,,0.0,23.17,,0.0,23.17,Positive
2025-09-01,2025,9,Sep,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,23.17,-23.17,-100.0,12.0,-12.0,-100.0,7.72,-7.72,Negative
2025-10-01,2025,10,Oct,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,7.72,-7.72,Flat
2025-11-01,2025,11,Nov,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,7.72,-7.72,Flat
2025-12-01,2025,12,Dec,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,11.7,-11.7,-100.0,0.0,0.0,Flat
2026-01-01,2026,1,Jan,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2026-02-01,2026,2,Feb,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2026-03-01,2026,3,Mar,Actual,Office Supplies,Labels,South,Home Office,4.61,1.67,2.0,0.2,36.25,0.0,4.61,,0.0,4.61,,0.0,4.61,Positive
2026-04-01,2026,4,Apr,Actual,Office Supplies,Labels,South,Home Office,19.56,6.6,6.0,0.2,33.77,4.61,14.95,324.48,0.0,19.56,,1.54,18.02,Positive
2026-05-01,2026,5,May,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,19.56,-19.56,-100.0,0.0,0.0,,8.06,-8.06,Negative
2026-06-01,2026,6,Jun,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.06,-8.06,Flat
2026-07-01,2026,7,Jul,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.52,-6.52,Flat
2026-08-01,2026,8,Aug,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,23.17,-23.17,-100.0,0.0,0.0,Flat
2026-09-01,2026,9,Sep,Actual,Office Supplies,Labels,South,Home Office,15.75,7.56,5.0,0.0,48.0,0.0,15.75,,0.0,15.75,,0.0,15.75,Positive
2026-10-01,2026,10,Oct,Actual,Office Supplies,Labels,South,Home Office,30.0,14.4,8.0,0.0,48.0,15.75,14.25,90.48,0.0,30.0,,5.25,24.75,Positive
2026-11-01,2026,11,Nov,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,30.0,-30.0,-100.0,0.0,0.0,,15.25,-15.25,Negative
2026-12-01,2026,12,Dec,Actual,Office Supplies,Labels,South,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,15.25,-15.25,Flat
2027-01-01,2027,1,Jan,Forecast,Office Supplies,Labels,South,Home Office,,,,,,,,,,,,10.0,,Flat
2027-02-01,2027,2,Feb,Forecast,Office Supplies,Labels,South,Home Office,,,,,,,,,,,,3.33,,Flat
2027-03-01,2027,3,Mar,Forecast,Office Supplies,Labels,South,Home Office,,,,,,,,,,,,4.44,,Flat
2023-01-01,2023,1,Jan,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,,,,,,,,,Flat
2023-02-01,2023,2,Feb,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-03-01,2023,3,Mar,Actual,Office Supplies,Labels,West,Consumer,18.75,9.0,5.0,0.0,48.0,0.0,18.75,,,,,0.0,18.75,Positive
2023-04-01,2023,4,Apr,Actual,Office Supplies,Labels,West,Consumer,29.6,14.8,2.0,0.0,50.0,18.75,10.85,57.87,,,,6.25,23.35,Positive
2023-05-01,2023,5,May,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,29.6,-29.6,-100.0,,,,16.12,-16.12,Negative
2023-06-01,2023,6,Jun,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,16.12,-16.12,Flat
2023-07-01,2023,7,Jul,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,9.87,-9.87,Flat
2023-08-01,2023,8,Aug,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-09-01,2023,9,Sep,Actual,Office Supplies,Labels,West,Consumer,9.96,4.58,2.0,0.0,46.0,0.0,9.96,,,,,0.0,9.96,Positive
2023-10-01,2023,10,Oct,Actual,Office Supplies,Labels,West,Consumer,43.69,20.53,9.0,0.0,47.0,9.96,33.73,338.65,,,,3.32,40.37,Positive
2023-11-01,2023,11,Nov,Actual,Office Supplies,Labels,West,Consumer,39.84,18.33,8.0,0.0,46.0,43.69,-3.85,-8.81,,,,17.88,21.96,Negative
2023-12-01,2023,12,Dec,Actual,Office Supplies,Labels,West,Consumer,159.26,72.11,21.0,0.1,45.28,39.84,119.42,299.74,,,,31.16,128.09,Positive
2024-01-01,2024,1,Jan,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,159.26,-159.26,-100.0,0.0,0.0,,80.93,-80.93,Negative
2024-02-01,2024,2,Feb,Actual,Office Supplies,Labels,West,Consumer,148.77,69.31,9.0,0.0,46.59,0.0,148.77,,0.0,148.77,,66.37,82.4,Positive
2024-03-01,2024,3,Mar,Actual,Office Supplies,Labels,West,Consumer,14.62,6.87,2.0,0.0,47.0,148.77,-134.15,-90.17,18.75,-4.13,-22.03,102.68,-88.06,Negative
2024-04-01,2024,4,Apr,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,14.62,-14.62,-100.0,29.6,-29.6,-100.0,54.46,-54.46,Negative
2024-05-01,2024,5,May,Actual,Office Supplies,Labels,West,Consumer,24.01,11.36,7.0,0.0,47.31,0.0,24.01,,0.0,24.01,,54.46,-30.45,Positive
2024-06-01,2024,6,Jun,Actual,Office Supplies,Labels,West,Consumer,7.38,3.47,2.0,0.0,47.0,24.01,-16.63,-69.26,0.0,7.38,,12.88,-5.5,Negative
2024-07-01,2024,7,Jul,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,7.38,-7.38,-100.0,0.0,0.0,,10.46,-10.46,Negative
2024-08-01,2024,8,Aug,Actual,Office Supplies,Labels,West,Consumer,8.12,3.24,3.0,0.1,39.93,0.0,8.12,,0.0,8.12,,10.46,-2.34,Positive
2024-09-01,2024,9,Sep,Actual,Office Supplies,Labels,West,Consumer,8.64,4.23,3.0,0.0,49.0,8.12,0.52,6.4,9.96,-1.32,-13.25,5.17,3.47,Positive
2024-10-01,2024,10,Oct,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,8.64,-8.64,-100.0,43.69,-43.69,-100.0,5.59,-5.59,Negative
2024-11-01,2024,11,Nov,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,39.84,-39.84,-100.0,5.59,-5.59,Flat
2024-12-01,2024,12,Dec,Actual,Office Supplies,Labels,West,Consumer,54.83,25.83,15.0,0.0,47.1,0.0,54.83,,159.26,-104.43,-65.57,2.88,51.95,Positive
2025-01-01,2025,1,Jan,Actual,Office Supplies,Labels,West,Consumer,91.06,43.92,17.0,0.0,48.24,54.83,36.23,66.08,0.0,91.06,,18.28,72.78,Positive
2025-02-01,2025,2,Feb,Actual,Office Supplies,Labels,West,Consumer,14.73,7.22,3.0,0.0,49.0,91.06,-76.33,-83.82,148.77,-134.04,-90.1,48.63,-33.9,Negative
2025-03-01,2025,3,Mar,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,14.73,-14.73,-100.0,14.62,-14.62,-100.0,53.54,-53.54,Negative
2025-04-01,2025,4,Apr,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,35.26,-35.26,Flat
2025-05-01,2025,5,May,Actual,Office Supplies,Labels,West,Consumer,27.72,13.31,9.0,0.0,48.0,0.0,27.72,,24.01,3.71,15.45,4.91,22.81,Positive
2025-06-01,2025,6,Jun,Actual,Office Supplies,Labels,West,Consumer,79.75,37.91,13.0,0.0,47.54,27.72,52.03,187.7,7.38,72.37,980.62,9.24,70.51,Positive
2025-07-01,2025,7,Jul,Actual,Office Supplies,Labels,West,Consumer,106.61,49.92,10.0,0.0,46.82,79.75,26.86,33.68,0.0,106.61,,35.82,70.79,Positive
2025-08-01,2025,8,Aug,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,106.61,-106.61,-100.0,8.12,-8.12,-100.0,71.36,-71.36,Negative
2025-09-01,2025,9,Sep,Actual,Office Supplies,Labels,West,Consumer,60.86,29.36,11.0,0.0,48.25,0.0,60.86,,8.64,52.22,604.4,62.12,-1.26,Positive
2025-10-01,2025,10,Oct,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,60.86,-60.86,-100.0,0.0,0.0,,55.82,-55.82,Negative
2025-11-01,2025,11,Nov,Actual,Office Supplies,Labels,West,Consumer,95.09,44.69,9.0,0.0,47.0,0.0,95.09,,0.0,95.09,,20.29,74.8,Positive
2025-12-01,2025,12,Dec,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,95.09,-95.09,-100.0,54.83,-54.83,-100.0,51.98,-51.98,Negative
2026-01-01,2026,1,Jan,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,91.06,-91.06,-100.0,31.7,-31.7,Flat
2026-02-01,2026,2,Feb,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,14.73,-14.73,-100.0,31.7,-31.7,Flat
2026-03-01,2026,3,Mar,Actual,Office Supplies,Labels,West,Consumer,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2026-04-01,2026,4,Apr,Actual,Office Supplies,Labels,West,Consumer,36.2,17.47,12.0,0.0,48.27,0.0,36.2,,0.0,36.2,,0.0,36.2,Positive
2026-05-01,2026,5,May,Actual,Office Supplies,Labels,West,Consumer,37.59,17.67,3.0,0.0,47.0,36.2,1.39,3.84,27.72,9.87,35.61,12.07,25.52,Positive
2026-06-01,2026,6,Jun,Actual,Office Supplies,Labels,West,Consumer,11.56,5.43,4.0,0.0,47.0,37.59,-26.03,-69.25,79.75,-68.19,-85.5,24.6,-13.04,Negative
2026-07-01,2026,7,Jul,Actual,Office Supplies,Labels,West,Consumer,887.91,433.31,21.0,0.0,48.8,11.56,876.35,7580.88,106.61,781.3,732.86,28.45,859.46,Positive
2026-08-01,2026,8,Aug,Actual,Office Supplies,Labels,West,Consumer,109.26,52.5,12.0,0.0,48.05,887.91,-778.65,-87.69,0.0,109.26,,312.35,-203.09,Negative
2026-09-01,2026,9,Sep,Actual,Office Supplies,Labels,West,Consumer,142.4,67.03,16.0,0.0667,47.07,109.26,33.14,30.33,60.86,81.54,133.97,336.24,-193.85,Positive
2026-10-01,2026,10,Oct,Actual,Office Supplies,Labels,West,Consumer,58.59,27.83,9.0,0.0,47.5,142.4,-83.81,-58.85,0.0,58.59,,379.86,-321.27,Negative
2026-11-01,2026,11,Nov,Actual,Office Supplies,Labels,West,Consumer,81.25,38.26,10.0,0.0,47.09,58.59,22.66,38.68,95.09,-13.84,-14.55,103.42,-22.17,Positive
2026-12-01,2026,12,Dec,Actual,Office Supplies,Labels,West,Consumer,36.99,17.84,12.0,0.0,48.23,81.25,-44.26,-54.47,0.0,36.99,,94.08,-57.09,Negative
2027-01-01,2027,1,Jan,Forecast,Office Supplies,Labels,West,Consumer,,,,,,,,,,,,58.94,,Flat
2027-02-01,2027,2,Feb,Forecast,Office Supplies,Labels,West,Consumer,,,,,,,,,,,,59.06,,Flat
2027-03-01,2027,3,Mar,Forecast,Office Supplies,Labels,West,Consumer,,,,,,,,,,,,51.66,,Flat
2023-01-01,2023,1,Jan,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,,,,,,,,,Flat
2023-02-01,2023,2,Feb,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-03-01,2023,3,Mar,Actual,Office Supplies,Labels,West,Corporate,44.4,22.2,3.0,0.0,50.0,0.0,44.4,,,,,0.0,44.4,Positive
2023-04-01,2023,4,Apr,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,44.4,-44.4,-100.0,,,,14.8,-14.8,Negative
2023-05-01,2023,5,May,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,14.8,-14.8,Flat
2023-06-01,2023,6,Jun,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,14.8,-14.8,Flat
2023-07-01,2023,7,Jul,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-08-01,2023,8,Aug,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-09-01,2023,9,Sep,Actual,Office Supplies,Labels,West,Corporate,58.48,27.49,8.0,0.0,47.0,0.0,58.48,,,,,0.0,58.48,Positive
2023-10-01,2023,10,Oct,Actual,Office Supplies,Labels,West,Corporate,18.75,9.0,5.0,0.0,48.0,58.48,-39.73,-67.94,,,,19.49,-0.74,Negative
2023-11-01,2023,11,Nov,Actual,Office Supplies,Labels,West,Corporate,5.22,2.4,2.0,0.0,46.0,18.75,-13.53,-72.16,,,,25.74,-20.52,Negative
2023-12-01,2023,12,Dec,Actual,Office Supplies,Labels,West,Corporate,289.39,133.27,11.0,0.0,46.05,5.22,284.17,5443.87,,,,27.48,261.91,Positive
2024-01-01,2024,1,Jan,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,289.39,-289.39,-100.0,0.0,0.0,,104.45,-104.45,Negative
2024-02-01,2024,2,Feb,Actual,Office Supplies,Labels,West,Corporate,9.24,4.44,3.0,0.0,48.0,0.0,9.24,,0.0,9.24,,98.2,-88.96,Positive
2024-03-01,2024,3,Mar,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,9.24,-9.24,-100.0,44.4,-44.4,-100.0,99.54,-99.54,Negative
2024-04-01,2024,4,Apr,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.08,-3.08,Flat
2024-05-01,2024,5,May,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.08,-3.08,Flat
2024-06-01,2024,6,Jun,Actual,Office Supplies,Labels,West,Corporate,5.9,1.99,2.0,0.2,33.75,0.0,5.9,,0.0,5.9,,0.0,5.9,Positive
2024-07-01,2024,7,Jul,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,5.9,-5.9,-100.0,0.0,0.0,,1.97,-1.97,Negative
2024-08-01,2024,8,Aug,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.97,-1.97,Flat
2024-09-01,2024,9,Sep,Actual,Office Supplies,Labels,West,Corporate,12.6,5.8,2.0,0.0,46.0,0.0,12.6,,58.48,-45.88,-78.45,1.97,10.63,Positive
2024-10-01,2024,10,Oct,Actual,Office Supplies,Labels,West,Corporate,610.77,261.79,25.0,0.05,42.86,12.6,598.17,4747.41,18.75,592.02,3157.46,4.2,606.57,Positive
2024-11-01,2024,11,Nov,Actual,Office Supplies,Labels,West,Corporate,85.54,37.62,12.0,0.0667,43.98,610.77,-525.23,-85.99,5.22,80.32,1538.7,207.79,-122.25,Negative
2024-12-01,2024,12,Dec,Actual,Office Supplies,Labels,West,Corporate,12.6,6.05,4.0,0.0,48.0,85.54,-72.94,-85.27,289.39,-276.79,-95.65,236.3,-223.7,Negative
2025-01-01,2025,1,Jan,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,12.6,-12.6,-100.0,0.0,0.0,,236.3,-236.3,Negative
2025-02-01,2025,2,Feb,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,9.24,-9.24,-100.0,32.71,-32.71,Flat
2025-03-01,2025,3,Mar,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.2,-4.2,Flat
2025-04-01,2025,4,Apr,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-05-01,2025,5,May,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-06-01,2025,6,Jun,Actual,Office Supplies,Labels,West,Corporate,14.62,6.87,2.0,0.0,47.0,0.0,14.62,,5.9,8.72,147.63,0.0,14.62,Positive
2025-07-01,2025,7,Jul,Actual,Office Supplies,Labels,West,Corporate,9.45,4.54,3.0,0.0,48.0,14.62,-5.17,-35.36,0.0,9.45,,4.87,4.58,Negative
2025-08-01,2025,8,Aug,Actual,Office Supplies,Labels,West,Corporate,3.15,1.51,1.0,0.0,48.0,9.45,-6.3,-66.67,0.0,3.15,,8.02,-4.87,Negative
2025-09-01,2025,9,Sep,Actual,Office Supplies,Labels,West,Corporate,25.16,10.73,6.0,0.1,42.64,3.15,22.01,698.86,12.6,12.56,99.71,9.07,16.09,Positive
2025-10-01,2025,10,Oct,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,25.16,-25.16,-100.0,610.77,-610.77,-100.0,12.59,-12.59,Negative
2025-11-01,2025,11,Nov,Actual,Office Supplies,Labels,West,Corporate,643.8,234.95,10.0,0.1,36.49,0.0,643.8,,85.54,558.26,652.64,9.44,634.37,Positive
2025-12-01,2025,12,Dec,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,643.8,-643.8,-100.0,12.6,-12.6,-100.0,222.99,-222.99,Negative
2026-01-01,2026,1,Jan,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,214.6,-214.6,Flat
2026-02-01,2026,2,Feb,Actual,Office Supplies,Labels,West,Corporate,9.82,4.81,2.0,0.0,49.0,0.0,9.82,,0.0,9.82,,214.6,-204.78,Positive
2026-03-01,2026,3,Mar,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,9.82,-9.82,-100.0,0.0,0.0,,3.27,-3.27,Negative
2026-04-01,2026,4,Apr,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.27,-3.27,Flat
2026-05-01,2026,5,May,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.27,-3.27,Flat
2026-06-01,2026,6,Jun,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,14.62,-14.62,-100.0,0.0,0.0,Flat
2026-07-01,2026,7,Jul,Actual,Office Supplies,Labels,West,Corporate,8.67,4.07,3.0,0.0,47.0,0.0,8.67,,9.45,-0.78,-8.25,0.0,8.67,Positive
2026-08-01,2026,8,Aug,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,8.67,-8.67,-100.0,3.15,-3.15,-100.0,2.89,-2.89,Negative
2026-09-01,2026,9,Sep,Actual,Office Supplies,Labels,West,Corporate,14.4,7.06,5.0,0.0,49.0,0.0,14.4,,25.16,-10.76,-42.78,2.89,11.51,Positive
2026-10-01,2026,10,Oct,Actual,Office Supplies,Labels,West,Corporate,187.9,87.14,16.0,0.0,46.38,14.4,173.5,1204.86,0.0,187.9,,7.69,180.21,Positive
2026-11-01,2026,11,Nov,Actual,Office Supplies,Labels,West,Corporate,0.0,0.0,0.0,0.0,,187.9,-187.9,-100.0,643.8,-643.8,-100.0,67.43,-67.43,Negative
2026-12-01,2026,12,Dec,Actual,Office Supplies,Labels,West,Corporate,62.85,30.87,8.0,0.0,49.12,0.0,62.85,,0.0,62.85,,67.43,-4.58,Positive
2027-01-01,2027,1,Jan,Forecast,Office Supplies,Labels,West,Corporate,,,,,,,,,,,,83.58,,Flat
2027-02-01,2027,2,Feb,Forecast,Office Supplies,Labels,West,Corporate,,,,,,,,,,,,48.81,,Flat
2027-03-01,2027,3,Mar,Forecast,Office Supplies,Labels,West,Corporate,,,,,,,,,,,,65.08,,Flat
2023-01-01,2023,1,Jan,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,,,,,,,,,Flat
2023-02-01,2023,2,Feb,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-03-01,2023,3,Mar,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-04-01,2023,4,Apr,Actual,Office Supplies,Labels,West,Home Office,31.5,14.87,8.0,0.0,47.2,0.0,31.5,,,,,0.0,31.5,Positive
2023-05-01,2023,5,May,Actual,Office Supplies,Labels,West,Home Office,5.78,2.72,2.0,0.0,47.0,31.5,-25.72,-81.65,,,,10.5,-4.72,Negative
2023-06-01,2023,6,Jun,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,5.78,-5.78,-100.0,,,,12.43,-12.43,Negative
2023-07-01,2023,7,Jul,Actual,Office Supplies,Labels,West,Home Office,2.88,1.41,1.0,0.0,49.0,0.0,2.88,,,,,12.43,-9.55,Positive
2023-08-01,2023,8,Aug,Actual,Office Supplies,Labels,West,Home Office,20.88,9.6,8.0,0.0,46.0,2.88,18.0,625.0,,,,2.89,17.99,Positive
2023-09-01,2023,9,Sep,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,20.88,-20.88,-100.0,,,,7.92,-7.92,Negative
2023-10-01,2023,10,Oct,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,7.92,-7.92,Flat
2023-11-01,2023,11,Nov,Actual,Office Supplies,Labels,West,Home Office,85.8,42.07,7.0,0.0,49.03,0.0,85.8,,,,,6.96,78.84,Positive
2023-12-01,2023,12,Dec,Actual,Office Supplies,Labels,West,Home Office,11.56,5.43,4.0,0.0,47.0,85.8,-74.24,-86.53,,,,28.6,-17.04,Negative
2024-01-01,2024,1,Jan,Actual,Office Supplies,Labels,West,Home Office,14.62,6.87,2.0,0.0,47.0,11.56,3.06,26.47,0.0,14.62,,32.45,-17.83,Positive
2024-02-01,2024,2,Feb,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,14.62,-14.62,-100.0,0.0,0.0,,37.33,-37.33,Negative
2024-03-01,2024,3,Mar,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.73,-8.73,Flat
2024-04-01,2024,4,Apr,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,31.5,-31.5,-100.0,4.87,-4.87,Flat
2024-05-01,2024,5,May,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,5.78,-5.78,-100.0,0.0,0.0,Flat
2024-06-01,2024,6,Jun,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2024-07-01,2024,7,Jul,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,2.88,-2.88,-100.0,0.0,0.0,Flat
2024-08-01,2024,8,Aug,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,20.88,-20.88,-100.0,0.0,0.0,Flat
2024-09-01,2024,9,Sep,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2024-10-01,2024,10,Oct,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2024-11-01,2024,11,Nov,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,85.8,-85.8,-100.0,0.0,0.0,Flat
2024-12-01,2024,12,Dec,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,11.56,-11.56,-100.0,0.0,0.0,Flat
2025-01-01,2025,1,Jan,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,14.62,-14.62,-100.0,0.0,0.0,Flat
2025-02-01,2025,2,Feb,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-03-01,2025,3,Mar,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-04-01,2025,4,Apr,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-05-01,2025,5,May,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-06-01,2025,6,Jun,Actual,Office Supplies,Labels,West,Home Office,22.05,10.58,7.0,0.0,48.0,0.0,22.05,,0.0,22.05,,0.0,22.05,Positive
2025-07-01,2025,7,Jul,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,22.05,-22.05,-100.0,0.0,0.0,,7.35,-7.35,Negative
2025-08-01,2025,8,Aug,Actual,Office Supplies,Labels,West,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,7.35,-7.35,Flat
2025-09-01,2025,9,Sep,Actual,Office Supplies,Labels,West,Home Office,12.32,5.91,4.0,0.0,48.0,0.0,12.32,,0.0,12.32,,7.35,4.97,Positive
2025-10-01,2025,10,Oct,Actual,Office Supplies,Labels,West,Home Office,6.16,2.96,2.0,0.0,48.0,12.32,-6.16,-50.0,0.0,6.16,,4.11,2.05,Negative
